"Group","Acer rubrum","Acer saccharum","Carya cordiformis","Carya ovata","Celtis occidentalis","Cercis canadensis","Cornus florida","Fagus grandifolia","Fraxinus americana","Fraxinus pennsylvanica","Hamamelis virginiana","Juniperus virginiana","Liriodendron tulipifera","Paulownia tomentosa","Prunus serotina","Quercus alba","Quercus coccinea","Quercus prinus","Quercus rubra","Quercus shumardii","Quercus velutina","Rhus typhina","Sassafras albidum","Tilia americana","Ulmus americana","Ulmus rubra"
"912",0,9,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0
"913",0,23,0,0,0,0,2,7,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,2
"914",0,16,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"915",0,14,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"916",0,20,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2
"917",0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0
"918",0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"919",0,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"920",0,10,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"921",0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"922",0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"923",0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"924",0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000",2,4,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1001",4,7,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0
"1002",0,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0
"1003",6,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,4,0,1,0,0,0
"1004",13,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,8,0,0,4,0,1,0,0,0
"1005",6,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0
"1006",5,4,0,0,0,0,3,30,0,0,0,0,0,0,0,1,0,9,0,0,1,0,1,0,0,0
"1007",1,17,0,0,0,0,2,19,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0
"1008",3,25,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"1009",6,22,0,0,0,0,0,14,3,0,0,0,0,0,3,0,0,4,0,0,3,0,2,0,0,0
"1010",1,16,0,0,0,0,0,27,0,3,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0
"1011",0,26,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"1012",0,10,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1013",0,21,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
"1014",0,13,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
"1015",0,11,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1016",0,17,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"1017",0,15,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0
"1018",0,14,0,0,0,0,0,4,1,0,0,0,0,0,0,5,0,0,3,0,0,0,0,1,0,0
"1019",0,10,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"1020",0,10,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1021",0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"1022",0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1023",0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1024",0,20,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0
"1100",8,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"1101",5,8,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0
"1102",1,6,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0
"1103",0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,1,0,2,0,0,0
"1104",2,3,0,0,0,0,3,26,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0
"1105",7,4,0,0,0,0,2,31,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,0,0,0
"1106",2,9,0,0,0,0,2,21,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0
"1107",6,14,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,8,0,0,1,0,1,0,0,0
"1108",3,26,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"1109",3,28,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,1,0
"1110",0,45,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"1111",0,29,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"1112",0,25,0,1,0,0,0,3,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
"1113",0,12,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1114",0,15,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0
"1115",0,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"1116",0,13,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0
"1117",0,10,0,1,0,0,0,11,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0
"1118",3,22,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0
"1119",0,9,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1120",0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1121",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1122",0,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2
"1123",0,18,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1124",0,10,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1200",2,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0
"1201",2,11,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0
"1202",3,15,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0
"1203",1,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0
"1204",4,5,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0
"1205",0,6,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0
"1206",5,4,0,0,0,0,0,25,8,0,0,0,0,0,0,2,0,4,0,0,1,0,1,0,0,0
"1207",4,11,0,0,0,0,1,23,4,0,0,0,0,0,0,1,0,2,0,0,3,0,1,0,1,0
"1208",1,28,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0
"1209",1,34,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
"1210",0,25,0,1,0,0,1,17,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
"1211",0,26,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"1212",0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1213",0,23,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
"1214",0,15,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"1215",0,23,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1216",1,17,0,1,0,0,0,13,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0
"1217",1,19,0,2,0,0,2,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0
"1218",1,16,0,0,0,0,2,19,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0
"1219",0,22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1220",1,16,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1221",0,13,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3
"1222",0,20,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
"1223",0,14,0,1,0,0,0,6,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0
"1224",0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"1300",2,13,0,0,0,0,2,11,1,0,0,0,0,0,0,0,0,6,1,0,3,0,0,0,0,0
"1301",1,14,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0
"1302",0,27,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0
"1303",0,27,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0
"1304",0,19,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0
"1305",0,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0
"1306",0,9,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,2,0,0,1,0,5,0,0,0
"1307",0,20,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"1308",0,21,0,0,0,0,1,14,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1309",0,27,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1310",0,21,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"1311",0,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1312",0,13,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3
"1313",0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1314",0,19,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"1315",0,21,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0
"1316",0,18,0,2,0,0,2,18,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0
"1317",3,13,0,4,0,0,1,33,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0
"1318",0,21,1,0,0,0,0,18,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0
"1319",0,15,0,0,0,0,1,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"1320",0,20,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1321",0,7,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
"1322",0,20,0,1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
"1323",0,26,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4
"1324",0,23,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1400",0,17,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0
"1401",1,22,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0
"1402",0,29,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1403",0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
"1404",0,21,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0
"1405",0,22,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1
"1406",0,33,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0
"1407",0,23,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
"1408",1,16,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"1409",0,19,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1410",0,27,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1411",0,14,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1412",0,8,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1413",0,15,1,0,0,0,0,19,2,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"1414",0,24,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"1415",0,19,1,0,0,0,0,32,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"1416",4,19,0,1,0,0,1,42,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0
"1417",3,13,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0
"1418",1,16,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0
"1419",0,21,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,5
"1420",0,11,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1421",1,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1422",0,13,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1423",0,24,0,0,0,0,0,10,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3
"1424",1,12,0,0,0,0,1,8,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"1500",1,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,0,0
"1501",0,44,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
"1502",0,12,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
"1503",0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"1504",0,20,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1505",0,15,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"1506",0,24,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"1507",0,13,0,1,0,0,0,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1508",0,12,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"1509",0,19,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1510",0,19,0,0,0,0,0,22,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"1511",0,9,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
"1512",0,16,0,0,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1513",0,20,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"1514",1,21,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0
"1515",0,19,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"1516",8,13,0,0,0,0,0,35,3,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0
"1517",1,16,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
"1518",0,18,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
"1519",0,19,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1520",0,21,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1
"1521",2,26,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0
"1522",3,11,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0
"1523",3,15,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,6,0,0,3,0,1,0,0,0
"1524",7,11,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,3,0,0,2,0,1,0,0,0
"1600",0,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0
"1601",0,32,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"1602",0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1603",0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1604",0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"1605",0,17,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1606",0,14,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"1607",0,10,0,1,0,0,0,6,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0
"1608",0,9,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0
"1609",0,16,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"1610",0,19,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1611",0,5,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1612",0,19,0,0,0,0,0,23,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
"1613",1,20,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
"1614",1,27,0,0,0,0,0,40,1,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0
"1615",7,23,0,0,0,0,0,53,1,0,0,0,0,0,0,3,0,6,0,0,2,0,0,0,0,0
"1616",9,23,0,0,0,0,0,51,0,0,0,0,0,0,0,2,0,3,0,0,1,0,1,0,0,0
"1617",1,20,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"1618",0,30,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0
"1619",0,14,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"1620",0,24,0,0,0,0,0,5,2,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,3
"1621",2,26,0,0,0,0,0,23,1,0,0,0,0,0,0,3,0,5,0,0,2,0,0,0,0,0
"1622",8,8,0,0,0,0,3,28,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
"1623",3,5,0,0,0,0,2,12,0,0,0,0,0,0,0,1,0,6,0,0,3,0,1,0,0,0
"1624",7,4,0,2,0,0,2,10,0,0,0,0,0,0,0,0,0,11,0,0,1,0,5,0,0,0
"1700",0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0
"1701",0,30,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0
"1702",0,19,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1703",0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"1704",0,11,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1705",0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1706",0,18,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"1707",0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1708",0,15,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"1709",0,15,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1710",0,10,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
"1711",1,6,0,0,0,0,0,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1712",1,19,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0
"1713",2,20,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0
"1714",2,17,0,0,0,0,0,32,0,0,0,0,0,0,0,1,0,1,1,0,4,0,0,0,0,0
"1715",13,24,0,0,0,0,0,42,2,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0
"1716",6,14,0,0,0,0,0,21,0,0,2,0,0,0,0,1,0,7,0,0,2,0,0,0,0,0
"1717",1,15,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0
"1718",0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0
"1719",0,12,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1720",2,14,0,0,0,0,1,25,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0
"1721",2,17,0,0,0,0,1,19,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
"1722",4,3,0,0,0,0,1,36,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0
"1723",5,5,0,0,0,0,2,35,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"1724",3,7,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0
"1800",0,22,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0
"1801",0,19,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1802",0,29,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
"1803",0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1804",0,15,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1805",0,6,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1806",0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1807",1,18,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"1808",0,6,0,1,0,0,0,22,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
"1809",1,14,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810",0,16,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1811",1,21,0,0,0,0,0,12,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1812",0,13,0,0,0,0,0,21,0,0,0,0,0,0,0,1,0,2,2,0,1,0,0,0,0,0
"1813",1,15,0,0,0,0,1,49,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0
"1814",7,12,0,0,0,0,2,57,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
"1815",13,14,0,0,0,0,1,51,0,0,0,0,0,0,0,0,0,7,0,0,1,0,4,0,0,0
"1816",4,10,0,0,0,0,1,38,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0
"1817",3,8,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
"1818",2,4,0,0,0,0,0,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1819",4,14,0,0,0,0,1,32,1,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0
"1820",3,5,0,0,0,0,2,29,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0
"1821",12,7,0,0,0,0,0,27,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0
"1822",2,9,0,0,0,0,0,17,0,0,0,0,0,0,0,1,1,8,0,0,2,0,1,0,0,0
"1823",4,14,0,0,0,0,0,22,0,0,0,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0
"1824",0,21,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"1900",0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1901",0,22,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
"1902",0,22,0,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1903",0,19,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1904",1,25,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1905",0,20,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1906",0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
